approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,112178.59646210258,112139.96961645097,112062.7558221158,11.627503098734618,0.026244723995768944,,,2944.603337874484,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,116534.64518235986,116487.69709543497,116393.85765562006,11.665540942080332,0.02838835104087132,,,3308.8930514358103,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,117708.05518844276,117654.76120937237,117548.24562910423,11.675509862604583,0.03009540185869526,,,3543.2735077411235,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,112227.83630851145,112197.03096620424,112135.44564648105,11.62801180974382,0.023431901229179247,,,2630.072580249873,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,113522.97811718743,113471.57908938186,113368.85083800042,11.639307680048315,0.030095372955450925,,,3417.290123046369,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,110386.51559180938,110357.70814962286,110300.11581682319,11.61148226107701,0.022847446672181554,,,2522.3791953061354,
statistical_baseline_n30,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,111776.04811922452,111747.53534987911,111690.53162915986,11.62399745719796,0.022588532729371058,,,2525.1790274319437,
statistical_baseline_nALL,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",gaussian,115062.5,115062.49999979453,115062.49999979453,115062.49999979453,115062.49999979453,2231.63728040419,,,2231.63728040419,
statistical_baseline_nALL,single_1,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",lognormal,115071.80142433492,113704.42291246999,113684.01290493629,113643.20388003458,11.641178062156188,0.018948175198813446,,,2154.6847242469357,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,130199.999997396,130199.999997396,130199.999997396,130199.999997396,23816.275947105074,,,23816.275947105074,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,134699.999997306,134699.999997306,134699.999997306,134699.999997306,16297.699223960655,,,16297.699223960655,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,113499.99999773002,113499.99999773002,113499.99999773002,113499.99999773002,4674.398356961354,,,4674.398356961354,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,103799.99999792401,103799.99999792401,103799.99999792401,103799.99999792401,2773.0849247446786,,,2773.0849247446786,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,111699.999997766,111699.999997766,111699.999997766,111699.999997766,5745.868080572309,,,5745.868080572309,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,102899.999997942,102899.999997942,102899.999997942,102899.999997942,9863.315872365352,,,9863.315872365352,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,111299.99999777401,111299.99999777401,111299.99999777401,111299.99999777401,4152.107898363818,,,4152.107898363818,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,107999.99999784,107999.99999784,107999.99999784,107999.99999784,2428.991560273934,,,2428.991560273934,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,137099.99999725798,137099.99999725798,137099.99999725798,137099.99999725798,25314.719038282517,,,25314.719038282517,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,120099.999997598,120099.999997598,120099.999997598,120099.999997598,19265.51322941013,,,19265.51322941013,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,121899.99999756202,121899.99999756202,121899.99999756202,121899.99999756202,19218.090435644568,,,19218.090435644568,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,113499.99999773,113499.99999773,113499.99999773,113499.99999773,8777.812939363599,,,8777.812939363599,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,118599.99999762801,118599.99999762801,118599.99999762801,118599.99999762801,15297.38539735859,,,15297.38539735859,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,119999.9999976,119999.9999976,119999.9999976,119999.9999976,12382.447253953216,,,12382.447253953216,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,130799.999997384,130799.999997384,130799.999997384,130799.999997384,26541.288589401818,,,26541.288589401818,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,130699.999997386,130699.999997386,130699.999997386,130699.999997386,19358.202395690187,,,19358.202395690187,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,118599.999997628,118599.999997628,118599.999997628,118599.999997628,20279.546345808005,,,20279.546345808005,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,129499.99999740999,129499.99999740999,129499.99999740999,129499.99999740999,10367.014999403178,,,10367.014999403178,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,91799.999998164,91799.999998164,91799.999998164,91799.999998164,10468.524251192628,,,10468.524251192628,
statistical_baseline_n5,single_2,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",gaussian,116732.74774774775,117899.99999764201,117899.99999764201,117899.99999764201,117899.99999764201,11148.318258711237,,,11148.318258711237,
